0	2025-11-28 18:51:46.003257		PnP Event: Connect	DOWN	0x0	5c 00 3f 00 3f 00 5c 00 55 00 53 00 42 00 23 00 56 00 49 00 44 00 5f 00 30 00 36 00 37 00 42 00 26 00 50 00 49 00 44 00 5f 00 32 00 33 00 30 00 33 00 23 00 36 00 26 00 32 00 64 00 61 00 30 00 65 00 61 00 63 00 35 00 26 00 30 00 26 00 34 00 23 00 7b 00 30 00 31 00 30 00 30 00 66 00 64 00 64 00 37 00 2d 00 62 00 65 00 35 00 61 00 2d 00 34 00 38 00 30 00 38 00 2d 00 39 00 31 00 66 00 35 00 2d 00 30 00 35 00 30 00 30 00 32 00 62 00 63 00 36 00 30 00 66 00 37 00 32 00 7d 00 	\.?.?.\.U.S.B.#.V.I.D._.0.6.7.B.&.P.I.D._.2.3.0.3.#.6.&.2.d.a.0.e.a.c.5.&.0.&.4.#.{.0.1.0.0.f.d.d.7.-.b.e.5.a.-.4.8.0.8.-.9.1.f.5.-.0.5.0.0.2.b.c.6.0.f.7.2.}.
794	2025-11-28 18:51:50.494519	0.000013	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
796	2025-11-28 18:51:50.494586	0.000015	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
798	2025-11-28 18:51:50.494617	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
801	2025-11-28 18:51:50.497252	0.000020	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
803	2025-11-28 18:51:50.497279	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
805	2025-11-28 18:51:50.497330	0.000013	IRP_MJ_READ	UP	0x0	14 e6 2e 91 0d 40 21 35 d5 40 d3 83 e0 81 a0 62 02 e4 2e 91 0d 40 21 35 d5 40 93 86 69 81 16 6c 14 e6 d1 6e 0d 40 21 35 d9 40 11 03 e9 80 16 6c 14 e2 2e 91 0d 40 21 35 d5 40 13 03 e9 80 	.....@!5.@.....b.....@!5.@..i..l...n.@!5.@.....l.....@!5.@....
806	2025-11-28 18:51:50.510409	0.013080	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
808	2025-11-28 18:51:50.510602	0.000012	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
810	2025-11-28 18:51:50.510670	0.000014	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
812	2025-11-28 18:51:50.510702	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
815	2025-11-28 18:51:50.513216	0.000020	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
817	2025-11-28 18:51:50.513268	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
819	2025-11-28 18:51:50.513333	0.000015	IRP_MJ_READ	UP	0x0	16 6c 14 e6 2e 91 0d 40 21 35 d5 40 d3 83 e0 81 a0 62 02 e4 2e 91 0d 40 21 35 d5 40 d7 59 cc 82 56 2e 1b e6 d1 6e 0d 40 21 35 d9 40 11 03 e9 80 16 6c 14 e2 2e 91 0d 40 21 35 d5 40 13 03 	.l.....@!5.@.....b.....@!5.@.Y..V....n.@!5.@.....l.....@!5.@..
820	2025-11-28 18:51:50.526482	0.013149	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
822	2025-11-28 18:51:50.526676	0.000013	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
824	2025-11-28 18:51:50.526756	0.000020	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
826	2025-11-28 18:51:50.526790	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
829	2025-11-28 18:51:50.529053	0.000016	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
831	2025-11-28 18:51:50.529077	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
833	2025-11-28 18:51:50.529120	0.000011	IRP_MJ_READ	UP	0x0	e9 80 16 6c 14 e6 2e 91 0d 40 21 35 d5 40 d3 0d ff 82 e0 35 76 e4 2e 91 0d 40 21 35 d5 40 d7 59 cc 82 56 2e 1b e6 d1 6e 0d 40 21 35 d9 40 11 03 e9 80 16 6c 14 e2 2e 91 0d 40 21 35 d5 40 	...l.....@!5.@.....5v....@!5.@.Y..V....n.@!5.@.....l.....@!5.@
834	2025-11-28 18:51:50.538349	0.009229	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
836	2025-11-28 18:51:50.538485	0.000011	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 24 00 00 00 00 00 00 00 00 00 00 00 	........$...........
838	2025-11-28 18:51:50.538545	0.000015	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
840	2025-11-28 18:51:50.538575	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 24 00 00 00 00 00 00 00 00 00 00 00 	........$...........
843	2025-11-28 18:51:50.545127	0.000008	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 24 00 00 00 00 00 00 00 00 00 00 00 	........$...........
845	2025-11-28 18:51:50.545146	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 24 00 00 00 00 00 00 00 00 00 00 00 	........$...........
847	2025-11-28 18:51:50.545184	0.000011	IRP_MJ_READ	UP	0x0	13 03 e9 80 16 6c 14 e6 2e 91 0d 40 21 35 d5 40 d3 0d ff 82 e0 35 76 e4 2e 91 0d 40 21 35 d5 40 ff ff dc ba 	.....l.....@!5.@.....5v....@!5.@....
848	2025-11-28 18:51:50.545356	0.000172	IRP_MJ_WRITE	DOWN	0x0	ab cd 10 00 ed 6d 18 e6 2e 95 04 40 21 37 d5 40 53 64 b3 da ad b2 dc ba 	.....m.....@!7.@Sd......
851	2025-11-28 18:51:50.561300	0.000020	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 	....................
852	2025-11-28 18:51:50.570572	0.009272	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
854	2025-11-28 18:51:50.570703	0.000011	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
856	2025-11-28 18:51:50.570776	0.000015	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
858	2025-11-28 18:51:50.570813	0.000003	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
861	2025-11-28 18:51:50.577279	0.000006	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
863	2025-11-28 18:51:50.577295	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
865	2025-11-28 18:51:50.577323	0.000007	IRP_MJ_READ	UP	0x0	ab cd 0c 02 ea 6d 1c e4 2e 95 04 40 21 37 d5 40 b7 c8 7e 82 56 2e 1b e6 d1 6e 0d 40 21 35 d9 40 11 03 e9 80 16 6c 14 e2 2e 91 0d 40 21 35 d5 40 13 03 e9 80 16 6c 14 e6 2e 91 0d 40 21 35 	.....m.....@!7.@..~.V....n.@!5.@.....l.....@!5.@.....l.....@!5
866	2025-11-28 18:51:50.586672	0.009349	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
868	2025-11-28 18:51:50.586782	0.000009	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
870	2025-11-28 18:51:50.586841	0.000012	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
872	2025-11-28 18:51:50.586870	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
875	2025-11-28 18:51:50.592841	0.000008	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
877	2025-11-28 18:51:50.592861	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
879	2025-11-28 18:51:50.592896	0.000010	IRP_MJ_READ	UP	0x0	d5 40 13 59 8b 82 a0 45 d9 e4 2e 91 0d 40 21 35 d5 40 22 8e 41 82 56 2e 1b e6 d1 6e 0d 40 21 35 d0 40 13 03 e9 80 16 6c 14 e4 2e 91 0d 40 21 35 d5 40 13 03 e9 80 16 6c 14 e6 2e 91 0d 40 	.@.Y...E.....@!5.@".A.V....n.@!5.@.....l.....@!5.@.....l.....@
880	2025-11-28 18:51:50.602791	0.009895	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
882	2025-11-28 18:51:50.602900	0.000008	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
884	2025-11-28 18:51:50.602963	0.000013	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
886	2025-11-28 18:51:50.602993	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
889	2025-11-28 18:51:50.609043	0.000008	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
891	2025-11-28 18:51:50.609067	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
893	2025-11-28 18:51:50.609100	0.000009	IRP_MJ_READ	UP	0x0	21 35 d5 40 13 59 8b 82 a0 45 d9 e4 2e 91 0d 40 21 35 d5 40 17 bb 02 82 56 2e 1b e6 d1 6e 0d 40 21 35 d9 40 11 03 e9 80 16 6c 14 e2 2e 91 0d 40 21 35 d5 40 13 03 e9 80 16 6c 14 e6 2e 91 	!5.@.Y...E.....@!5.@....V....n.@!5.@.....l.....@!5.@.....l....
894	2025-11-28 18:51:50.619263	0.010163	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
896	2025-11-28 18:51:50.619441	0.000013	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
898	2025-11-28 18:51:50.619511	0.000015	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
900	2025-11-28 18:51:50.619544	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
903	2025-11-28 18:51:50.625226	0.000020	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
905	2025-11-28 18:51:50.625255	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
907	2025-11-28 18:51:50.625306	0.000013	IRP_MJ_READ	UP	0x0	0d 40 21 35 d5 40 d3 2a 24 82 60 6e 61 e5 2e 91 0d 40 21 35 d5 40 17 bb 02 82 56 2e 1b e6 d1 6e 0d 40 21 35 d9 40 11 03 e9 80 16 6c 14 e2 2e 91 0d 40 21 35 d5 40 13 03 e9 80 16 6c 14 e6 	.@!5.@.*$.`na....@!5.@....V....n.@!5.@.....l.....@!5.@.....l..
908	2025-11-28 18:51:50.635047	0.009741	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
910	2025-11-28 18:51:50.635200	0.000007	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
912	2025-11-28 18:51:50.635264	0.000013	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
914	2025-11-28 18:51:50.635292	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
917	2025-11-28 18:51:50.641320	0.000009	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
919	2025-11-28 18:51:50.641341	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
921	2025-11-28 18:51:50.641376	0.000008	IRP_MJ_READ	UP	0x0	2e 91 0d 40 21 35 d5 40 d3 2a 24 82 60 6e 61 e5 2e 91 0d 40 21 35 d5 40 17 df 36 83 56 2e 1b e6 d1 6e 0d 40 21 35 d9 40 11 03 e9 80 16 6c 14 e2 2e 91 0d 40 21 35 d5 40 13 03 e9 80 16 6c 	...@!5.@.*$.`na....@!5.@..6.V....n.@!5.@.....l.....@!5.@.....l
922	2025-11-28 18:51:50.651406	0.010031	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
924	2025-11-28 18:51:50.651592	0.000016	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
926	2025-11-28 18:51:50.651673	0.000016	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
928	2025-11-28 18:51:50.651706	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
931	2025-11-28 18:51:50.657447	0.000021	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
933	2025-11-28 18:51:50.657510	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
935	2025-11-28 18:51:50.657560	0.000013	IRP_MJ_READ	UP	0x0	14 e6 2e 91 0d 40 21 35 d5 40 93 01 9c 83 e0 c6 93 e2 2e 91 0d 40 21 35 d5 40 17 df 36 83 56 2e 1b e6 d1 6e 0d 40 21 35 d9 40 11 03 e9 80 16 6c 14 e2 2e 91 0d 40 21 35 d5 40 13 03 e9 80 	.....@!5.@...........@!5.@..6.V....n.@!5.@.....l.....@!5.@....
936	2025-11-28 18:51:50.667296	0.009736	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
938	2025-11-28 18:51:50.667443	0.000014	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
940	2025-11-28 18:51:50.667521	0.000015	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
942	2025-11-28 18:51:50.667555	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
945	2025-11-28 18:51:50.673755	0.000021	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
947	2025-11-28 18:51:50.673781	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
949	2025-11-28 18:51:50.673853	0.000014	IRP_MJ_READ	UP	0x0	16 6c 14 e6 2e 91 0d 40 21 35 d5 40 93 01 9c 83 e0 c6 93 e2 2e 91 0d 40 21 35 d5 40 17 0a f8 85 16 6c 14 e6 d1 6e 0d 40 21 35 d9 40 11 03 e9 80 16 6c 14 e2 2e 91 0d 40 21 35 d5 40 13 03 	.l.....@!5.@...........@!5.@.....l...n.@!5.@.....l.....@!5.@..
950	2025-11-28 18:51:50.683658	0.009805	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
952	2025-11-28 18:51:50.683847	0.000014	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
954	2025-11-28 18:51:50.683925	0.000015	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
956	2025-11-28 18:51:50.683960	0.000003	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
959	2025-11-28 18:51:50.690074	0.000021	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
961	2025-11-28 18:51:50.690100	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
963	2025-11-28 18:51:50.690158	0.000013	IRP_MJ_READ	UP	0x0	e9 80 16 6c 14 e6 2e 91 0d 40 21 35 d5 40 13 a8 6e 84 e0 8c e1 e3 2e 91 0d 40 21 35 d5 40 17 0a f8 85 16 6c 14 e6 d1 6e 0d 40 21 35 d9 40 11 03 e9 80 16 6c 14 e2 2e 91 0d 40 21 35 d5 40 	...l.....@!5.@..n........@!5.@.....l...n.@!5.@.....l.....@!5.@
964	2025-11-28 18:51:50.695733	0.005575	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
966	2025-11-28 18:51:50.695923	0.000013	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 24 00 00 00 00 00 00 00 00 00 00 00 	........$...........
968	2025-11-28 18:51:50.696001	0.000015	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
970	2025-11-28 18:51:50.696034	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 24 00 00 00 00 00 00 00 00 00 00 00 	........$...........
973	2025-11-28 18:51:50.706073	0.000016	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 24 00 00 00 00 00 00 00 00 00 00 00 	........$...........
975	2025-11-28 18:51:50.706098	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 24 00 00 00 00 00 00 00 00 00 00 00 	........$...........
977	2025-11-28 18:51:50.706140	0.000011	IRP_MJ_READ	UP	0x0	13 03 e9 80 16 6c 14 e6 2e 91 0d 40 21 35 d5 40 13 a8 6e 84 e0 8c e1 e3 2e 91 0d 40 21 35 d5 40 ff ff dc ba 	.....l.....@!5.@..n........@!5.@....
978	2025-11-28 18:51:50.706385	0.000245	IRP_MJ_WRITE	DOWN	0x0	ab cd 10 00 ed 6d 18 e6 2e 97 04 40 21 37 d5 40 53 64 b3 da 1e 12 dc ba 	.....m.....@!7.@Sd......
981	2025-11-28 18:51:50.722090	0.000021	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 	....................
982	2025-11-28 18:51:50.737496	0.015406	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
984	2025-11-28 18:51:50.737721	0.000107	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
986	2025-11-28 18:51:50.737761	0.000008	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
989	2025-11-28 18:51:50.737781	0.000001	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
991	2025-11-28 18:51:50.737815	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
992	2025-11-28 18:51:50.737827	0.000012	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
995	2025-11-28 18:51:50.737888	0.000012	IRP_MJ_READ	UP	0x0	ab cd 0c 02 ea 6d 1c e4 2e 97 04 40 21 37 d5 40 17 35 ab 86 16 6c 14 e6 d1 6e 0d 40 21 35 d9 40 11 03 e9 80 16 6c 14 e2 2e 91 0d 40 21 35 d5 40 13 03 e9 80 16 6c 14 e6 2e 91 0d 40 21 35 	.....m.....@!7.@.5...l...n.@!5.@.....l.....@!5.@.....l.....@!5
996	2025-11-28 18:51:50.753876	0.015989	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
999	2025-11-28 18:51:50.754082	0.000011	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
1000	2025-11-28 18:51:50.754112	0.000030	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
